Row,TargetName,gvkeyT,DealNumber,Acquirer,gvkeyA,DateAnnounced,DateEffective,DateFiled,FormType,URL,Auction,BidderID,BidderName,bidder_type_financial,bidder_type_strategic,bidder_type_mixed,bidder_type_nonUS,bidder_type_note,bid_value,bid_value_pershare,bid_value_lower,bid_value_upper,bid_value_unit,multiplier,bid_type,bid_date_precise,bid_date_rough,bid_note,all_cash,additional_note,cshoc,comments_1,comments_2,comments_3
392,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,0.85,NA,,,,,,,,,,$/share,1,,04/01/2013,,Target Sale,,,,"As directed by the special committee, BofA Merrill Lynch began contacting potential acquirers of sTec.","Over the process, BofA Merrill Lynch held discussions with 18 prospective acquirers, 17 of which were technology companies and one of which was a financial sponsor.",
393,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,1,Company E,,1,,,S,,,,,$/share,1,,04/04/2013,,NDA,,,,"NDA included a 'don't ask, don't waive' provision.",,
394,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,2,Company D,,1,,,S,,,,,$/share,1,,04/10/2013,,NDA,,,,,,
395,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,3,Company F,,1,,,S,,,,,$/share,1,,04/11/2013,,NDA,,,,"NDA included a 'don't ask, don't waive' provision.",,
396,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,4,Company C,,1,,,S,,,,,$/share,1,,04/15/2013,,DropTarget,,,,"Company C said it was interested only in purchasing limited, select assets of the company, and the special committee decided not to continue discussions.",,
397,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,5,Company A,,1,,,S,,,,,$/share,1,,,04/15/2013,Drop,,,,"Among the prospective acquirers contacted after April 1, Company A indicated it was not interested in a potential transaction.",,
398,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,6,Company G,,1,,,S,,,,,$/share,1,,04/17/2013,,NDA,,,,,,
399,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,7,Western Digital Corporation,,1,,,public S,,,,,$/share,1,,04/17/2013,,NDA,,,,sTec entered into an addendum to its existing non-disclosure agreement with WDC.,,
400,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,7.5,NA,,,,,,,,,,$/share,1,,04/23/2013,,Final Round Inf Ann,,,,BofA Merrill Lynch sent process letters to Western Digital Corporation and Company D requesting non-binding indications of interest by 05/03/2013.,Company G was also sent a process letter on 04/26/2013 with the same deadline.,
401,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,8,Company D,,1,,,S,5.6,5.6,5.6,5.6,$/share,1,Informal,04/23/2013,,,,,,Company D provided a verbal indication of interest at a price greater than $5.60 per share.,Company D also detailed additional diligence requirements for submitting a written indication of interest.,
402,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,9,Company F,,1,,,S,,,,,$/share,1,,04/24/2013,,Drop,,,,"Company F declined to schedule a management presentation, stating it was interested only in purchasing limited, select assets of sTec.",Company F had no further communications with BofA Merrill Lynch or sTec regarding a possible transaction.,
403,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,10,Company E,,1,,,S,,,,,$/share,1,,,04/29/2013,DropTarget,,,,"Shortly after 04/24/2013, Company E indicated it was interested only in purchasing limited, select assets of sTec, and the special committee decided not to continue discussions.",,
404,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,11,Company H,,1,,,S,,,,,$/share,1,,05/01/2013,,Bidder Interest,,,,Company H contacted BofA Merrill Lynch expressing interest in a potential transaction with sTec.,,
405,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,12,Western Digital Corporation,,1,,,public S,6.6,6.6,6.6,7.1,$/share,1,Informal,05/03/2013,,,True,,,Written indication of interest to acquire the company.,Range of $6.60-$7.10 per share in cash.,
406,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,13,Company G,,1,,,S,,,,,$/share,1,,05/03/2013,,Drop,,,,Company G indicated it would not continue in the process.,,
407,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,13.5,NA,,,,,,,,,,$/share,1,,05/03/2013,,Final Round Inf,,,,Initial non-binding indication deadline.,Western Digital Corporation submitted an indication of interest; Company D was already seeking an additional week; Company G withdrew.,
408,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,14,Company H,,1,,,S,,,,,$/share,1,,05/08/2013,,NDA,,,,"NDA included a 'don't ask, don't waive' provision.",,
409,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,15,Company D,,1,,,S,5.75,5.75,5.75,5.75,$/share,1,Informal,05/10/2013,,,True,,,Written non-binding indication of interest.,Included a draft exclusivity agreement.,
410,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,16,Company H,,1,,,S,5,5,5,5.75,$/share,1,Informal,05/15/2013,,,True,,,Written non-binding indication of interest.,Range of $5.00-$5.75 per share in cash.,
411,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,16.5,NA,,,,,,,,,,$/share,1,,05/16/2013,,Final Round Ann,,,,"After the board meeting, BofA Merrill Lynch sent final round process letters and a draft merger agreement to Western Digital Corporation and Company D, requesting responses by 05/28/2013.",,
412,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,17,Company H,,1,,,S,5,5,5,5.75,$/share,1,Informal,05/23/2013,,,,,,Company H said it remained interested in a potential acquisition but was not able to increase its indicated value range.,Reaffirmed prior range of $5.00-$5.75 per share.,
413,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,17.5,Company H,,1,,,S,,,,,$/share,1,,,,DropAtInf,,,,Company H stated on 05/23/2013 that it remained interested but was not able to increase its indicated value range after being told its submitted range was insufficient to move forward in the process.,The board later noted that Company H had repeatedly stated it could not increase its price above its prior $5.00-$5.75 per share range.,
414,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,18,Western Digital Corporation,,1,,,public S,9.15,9.15,9.15,9.15,$/share,1,Formal,05/28/2013,,,True,,,Written second-round indication of interest at $9.15 per share in cash.,Returned a mark-up of the merger agreement and drafts of ancillary agreements.,Contemplated signing definitive documentation by 06/03/2013.
415,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,18.5,NA,,,,,,,,,,$/share,1,,05/28/2013,,Final Round,,,,Formal final-round deadline.,Western Digital Corporation submitted its response; Company D said it needed approximately two more weeks to submit a written indication and mark-up.,
416,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,18.75,NA,,,,,,,,,,$/share,1,,05/29/2013,,Final Round Ext Ann,,,,"After reviewing the 05/28/2013 responses, the board directed BofA Merrill Lynch to request a 'best and final' proposal from Western Digital Corporation and a 'best and final' written proposal from Company D by 05/30/2013.","Later that day, BofA Merrill Lynch communicated that request to both bidders.",
417,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,19,Western Digital Corporation,,1,,,public S,9.15,9.15,9.15,9.15,$/share,1,Formal,05/30/2013,,,True,,,WDC verbally stated that $9.15 per share was its best possible price and reiterated internal concern regarding the price.,WDC said it remained focused on announcing a transaction on 06/03/2013.,
418,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,19.5,NA,,,,,,,,,,$/share,1,,05/30/2013,,Final Round Ext,,,,Best-and-final deadline requested on 05/29/2013.,"Western Digital Corporation confirmed $9.15 per share as its best possible price, while Company D again said it required additional time to submit a written indication.",
419,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,19.75,Western Digital Corporation,,1,,,public S,,,,,$/share,1,,05/31/2013,,Drop,,,,A representative of WDC communicated to BofA Merrill Lynch that WDC was reevaluating its interest in acquiring sTec and was not prepared to move forward with a transaction with sTec at that time.,WDC also discontinued its due diligence efforts with the company at that time.,
420,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,20,Company D,,1,,,S,,,,,$/share,1,,06/05/2013,,Drop,,,,Company D said it would not be in a position to actively conduct due diligence for more than two weeks and was disengaging from the process.,,
421,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,21,Western Digital Corporation,,1,,,public S,6.6,6.6,6.6,7.1,$/share,1,Informal,06/10/2013,,,True,,,Revised written indication of interest at $6.60-$7.10 per share in cash.,WDC said it had seriously considered not proceeding and lowered its price from the prior $9.15 per share indication.,WDC said it was otherwise prepared to move forward on the transaction terms previously proposed on 05/28/2013.
422,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,22,Western Digital Corporation,,1,,,public S,6.85,6.85,6.85,6.85,$/share,1,Formal,06/14/2013,,,True,,,Written indication of interest of $6.85 per share in cash.,WDC stated that $6.85 per share was its best and final price.,WDC said it could be in a position to announce a transaction on 06/24/2013 and otherwise on the transaction terms previously proposed on 05/28/2013.
423,S T E C INC,,,WESTERN DIGITAL CORP,,06/24/2013,,,,https://www.sec.gov/Archives/edgar/data/1102741/0001193125-13-325730-index.htm,1,23,Western Digital Corporation,,1,,,public S,,,,,$/share,1,,06/23/2013,,Executed,,,,"sTec, WDC and Merger Sub executed the merger agreement.",,
