xlsx_row,col0,TargetName,gvkeyT,DealNumber,Acquirer,gvkeyA,DateAnnounced,DateEffective,DateFiled,FormType,URL,Auction,BidderID,BidderName,bidder_type_financial,bidder_type_strategic,bidder_type_mixed,bidder_type_nonUS,bidder_type_note,bid_value,bid_value_pershare,bid_value_lower,bid_value_upper,bid_value_unit,multiplier,bid_type,bid_date_precise,bid_date_rough,bid_note,all_cash,additional_note,cshoc,comments_1,comments_2,comments_3
7006,6879,SAKS INC,13380,2523633020,HUDSON'S BAY COMPANy,NA,2013-07-29 00:00:00,2013-11-04 00:00:00,2013-10-03 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/812900/0001193125-13-390275-index.htm,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-07-02 00:00:00,2013-07-02 00:00:00,Final Round Ann,NA,NA,NA,,,
7007,6879,SAKS INC,13380,2523633020,HUDSON'S BAY COMPANy,NA,2013-07-29 00:00:00,2013-11-04 00:00:00,2013-10-03 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/812900/0001193125-13-390275-index.htm,1,10,Sponsor A/E,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,NA,2013-07-07 00:00:00,Drop,NA,NA,NA,"[This clearly happened after Final Round Ann -- so the day is approximate] In early July 2013, Sponsor E informed Saks that Sponsor A was no longer intending to be a primary participant in a potential transaction and that Sponsor E had entered into discussions with Sponsor G, a private equity firm, regarding a potential joint acquisition of Saks.",,
7008,6879,SAKS INC,13380,2523633020,HUDSON'S BAY COMPANy,NA,2013-07-29 00:00:00,2013-11-04 00:00:00,2013-10-03 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/812900/0001193125-13-390275-index.htm,1,11,Sponsor G,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,2013-07-08 00:00:00,2013-07-08 00:00:00,NDA,NA,NA,NA,,,
7009,6879,SAKS INC,13380,2523633020,HUDSON'S BAY COMPANy,NA,2013-07-29 00:00:00,2013-11-04 00:00:00,2013-10-03 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/812900/0001193125-13-390275-index.htm,1,12,Hudson's Bay,0,1,0,1,Non-US public S,15.25,15.25,15.25,15.25,dollar,1,Formal,2013-07-11 00:00:00,2013-07-11 00:00:00,NA,1,NA,NA,"formal, with committed debt and equity financing",,
7010,6879,SAKS INC,13380,2523633020,HUDSON'S BAY COMPANy,NA,2013-07-29 00:00:00,2013-11-04 00:00:00,2013-10-03 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/812900/0001193125-13-390275-index.htm,1,13,Sponsor A/E,1,0,0,0,F,14.5,14.5,14.5,15.5,dollar,1,Informal,2013-07-11 00:00:00,2013-07-11 00:00:00,NA,1,NA,NA,"Several weeks of DD required, no availability of financing",,
7011,6879,SAKS INC,13380,2523633020,HUDSON'S BAY COMPANy,NA,2013-07-29 00:00:00,2013-11-04 00:00:00,2013-10-03 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/812900/0001193125-13-390275-index.htm,1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-07-02 00:00:00,2013-07-11 00:00:00,Final Round,NA,NA,NA,,,
7012,6879,SAKS INC,13380,2523633020,HUDSON'S BAY COMPANy,NA,2013-07-29 00:00:00,2013-11-04 00:00:00,2013-10-03 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/812900/0001193125-13-390275-index.htm,1,14,Sponsor G,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drop,NA,NA,NA,,,
7013,6879,SAKS INC,13380,2523633020,HUDSON'S BAY COMPANy,NA,2013-07-29 00:00:00,2013-11-04 00:00:00,2013-10-03 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/812900/0001193125-13-390275-index.htm,1,15,Company H,0,1,0,0,S,2.6,NA,2.6,2.6,billion,1000000000,Informal,2013-07-21 00:00:00,2013-07-21 00:00:00,NA,1,NA,NA,"Should be deleted: unsolicited letter, no NDA, no further contact, no price per share",,
7014,6879,SAKS INC,13380,2523633020,HUDSON'S BAY COMPANy,NA,2013-07-29 00:00:00,2013-11-04 00:00:00,2013-10-03 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/812900/0001193125-13-390275-index.htm,1,16,Company H,0,1,0,0,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drop,NA,NA,NA,,,
7015,6879,SAKS INC,13380,2523633020,HUDSON'S BAY COMPANy,NA,2013-07-29 00:00:00,2013-11-04 00:00:00,2013-10-03 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/812900/0001193125-13-390275-index.htm,1,17,Sponsor A/E,1,0,0,0,F,14.5,14.5,14.5,15.5,dollar,1,Informal,NA,2013-07-22 00:00:00,NA,1,NA,NA,"Not a separate bid, should be deleted",,
7016,6879,SAKS INC,13380,2523633020,HUDSON'S BAY COMPANy,NA,2013-07-29 00:00:00,2013-11-04 00:00:00,2013-10-03 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/812900/0001193125-13-390275-index.htm,1,18,Hudson's Bay,0,1,0,1,Non-US public S,16,16,16,16,dollar,1,Formal,2013-07-24 00:00:00,2013-07-24 00:00:00,NA,1,NA,NA,,,
7017,6879,SAKS INC,13380,2523633020,HUDSON'S BAY COMPANy,NA,2013-07-29 00:00:00,2013-11-04 00:00:00,2013-10-03 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/812900/0001193125-13-390275-index.htm,1,19,Spnosor A/E,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,2013-07-28 00:00:00,2013-07-28 00:00:00,DropTarget,NA,NA,NA,,,
7018,6879,SAKS INC,13380,2523633020,HUDSON'S BAY COMPANy,NA,2013-07-29 00:00:00,2013-11-04 00:00:00,2013-10-03 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/812900/0001193125-13-390275-index.htm,1,19.5,Hudson's Bay,NA,NA,NA,NA,Non-US public S,NA,NA,NA,NA,NA,NA,NA,NA,2013-07-28 00:00:00,Executed,NA,NA,NA,,,
7019,6879,SAKS INC,13380,2523633020,HUDSON'S BAY COMPANy,NA,2013-07-29 00:00:00,2013-11-04 00:00:00,2013-10-03 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/812900/0001193125-13-390275-index.htm,1,20,Company I,0,1,0,0,S,NA,NA,NA,NA,NA,NA,NA,NA,2013-07-29 00:00:00,NDA,NA,NA,NA,Go-shop until Sep 6,,
7020,6879,SAKS INC,13380,2523633020,HUDSON'S BAY COMPANy,NA,2013-07-29 00:00:00,2013-11-04 00:00:00,2013-10-03 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/812900/0001193125-13-390275-index.htm,1,21,Company I,0,1,0,0,S,NA,NA,NA,NA,NA,NA,NA,2013-09-06 00:00:00,2013-09-06 00:00:00,Drop,NA,NA,NA,,,
