Row,TargetName,gvkeyT,DealNumber,Acquirer,gvkeyA,DateAnnounced,DateEffective,DateFiled,FormType,URL,Auction,BidderID,BidderName,bidder_type_financial,bidder_type_strategic,bidder_type_mixed,bidder_type_nonUS,bidder_type_note,bid_value,bid_value_pershare,bid_value_lower,bid_value_upper,bid_value_unit,multiplier,bid_type,bid_date_precise,bid_date_rough,bid_note,all_cash,additional_note,cshoc,comments_1,comments_2,comments_3
11,MEDIVATION INC,,,PFIZER INC.,,08/22/2016,,,,https://www.sec.gov/Archives/edgar/data/1011835/0001193125-16-696889-index.htm,1,1.25,Pfizer,,1,,,public S,,,,,$/share,1,,07/07/2016,,Bidder Interest,,,,"During a meeting with Dr. Hung, Mr. Read indicated that Pfizer was interested in further exploration of a potential strategic transaction.","On the same date, representatives of Pfizer were granted access to a limited virtual data room containing certain non-public information regarding Medivation's business and operations.",
12,MEDIVATION INC,,,PFIZER INC.,,08/22/2016,,,,https://www.sec.gov/Archives/edgar/data/1011835/0001193125-16-696889-index.htm,1,1.5,NA,,,,,,,,,,$/share,1,,07/19/2016,,Final Round Inf Ann,,,,"Medivation requested a written, non-binding preliminary proposal on August 8, 2016.",Letter stated a limited number of qualified parties might be invited to further discussions and additional due diligence.,
13,MEDIVATION INC,,,PFIZER INC.,,08/22/2016,,,,https://www.sec.gov/Archives/edgar/data/1011835/0001193125-16-696889-index.htm,1,2,Pfizer,,1,,,public S,65,65,65,65,$/share,1,Informal,08/08/2016,,,True,,,Non-binding preliminary proposal.,Subject to satisfactory completion of due diligence; no financing condition.,Pfizer expected to complete due diligence and sign a definitive transaction agreement in approximately one week.
14,MEDIVATION INC,,,PFIZER INC.,,08/22/2016,,,,https://www.sec.gov/Archives/edgar/data/1011835/0001193125-16-696889-index.htm,1,2.5,NA,,,,,,,,,,$/share,1,,08/08/2016,,Final Round Inf,,,,Preliminary proposals were due on this date.,,
15,MEDIVATION INC,,,PFIZER INC.,,08/22/2016,,,,https://www.sec.gov/Archives/edgar/data/1011835/0001193125-16-696889-index.htm,1,3,NA,,,,,,,,,,$/share,1,,08/10/2016,,Final Round Ann,,,,"Medivation notified Pfizer it was invited to a subsequent round, together with several other interested parties.","Pfizer received access to an expanded virtual data room and a draft Merger Agreement on August 11, 2016.","On August 14, 2016, Medivation requested a mark-up of the Merger Agreement by August 18 and a definitive proposal by August 19."
16,MEDIVATION INC,,,PFIZER INC.,,08/22/2016,,,,https://www.sec.gov/Archives/edgar/data/1011835/0001193125-16-696889-index.htm,1,4,Pfizer,,1,,,public S,77,77,77,77,$/share,1,Formal,08/19/2016,,,True,,,Revised written proposal.,Centerview discussed the proposal with J.P. Morgan and Evercore.,"Pfizer was informed later that day to submit its best and final offer on August 20, 2016."
17,MEDIVATION INC,,,PFIZER INC.,,08/22/2016,,,,https://www.sec.gov/Archives/edgar/data/1011835/0001193125-16-696889-index.htm,1,4.5,NA,,,,,,,,,,$/share,1,,08/19/2016,,Final Round,,,,Definitive proposals were requested for this date.,,
18,MEDIVATION INC,,,PFIZER INC.,,08/22/2016,,,,https://www.sec.gov/Archives/edgar/data/1011835/0001193125-16-696889-index.htm,1,4.75,NA,,,,,,,,,,$/share,1,,08/19/2016,,Final Round Ext Ann,,,,"On August 19, 2016, representatives of J.P. Morgan and Evercore informed Mr. Giordano that Pfizer should submit its ""best and final"" offer on Saturday, August 20, 2016.",,
19,MEDIVATION INC,,,PFIZER INC.,,08/22/2016,,,,https://www.sec.gov/Archives/edgar/data/1011835/0001193125-16-696889-index.htm,1,4.9,NA,,,,,,,,,,$/share,1,,08/20/2016,,Final Round Ext,,,,"Following a written request by J.P. Morgan and Evercore, Pfizer's ""best and final"" proposal was due by the afternoon of August 20, 2016.",Pfizer communicated its best and final proposal on that date.,
20,MEDIVATION INC,,,PFIZER INC.,,08/22/2016,,,,https://www.sec.gov/Archives/edgar/data/1011835/0001193125-16-696889-index.htm,1,5,Pfizer,,1,,,public S,81.5,81.5,81.5,81.5,$/share,1,Formal,08/20/2016,,,True,,,Best and final proposal.,"Submitted following a written request by J.P. Morgan and Evercore to provide Pfizer's best and final proposal by the afternoon of August 20, 2016.",
21,MEDIVATION INC,,,PFIZER INC.,,08/22/2016,,,,https://www.sec.gov/Archives/edgar/data/1011835/0001193125-16-696889-index.htm,1,6,Pfizer,,1,,,public S,,,,,$/share,1,,08/20/2016,,Executed,,,,"Pfizer, Purchaser and Medivation executed the Merger Agreement on the afternoon of Saturday, August 20, 2016.",,
22,MEDIVATION INC,,,PFIZER INC.,,08/22/2016,,,,https://www.sec.gov/Archives/edgar/data/1011835/0001193125-16-696889-index.htm,1,6.5,NA,,,,,,,,,,$/share,1,,08/22/2016,,Sale Press Release,,,,Pfizer and Medivation issued a joint press release announcing the proposed transaction.,,
